campaign_id,date,platform,campaign_type,industry,region,budget_usd,impressions,clicks,conversions,revenue_usd,ctr_pct,cpc_usd,roas,cost_per_conversion
CMP-06298,2023-11-06,Twitter,Engagement,Education,North America,37075.25,4990581,118775,1010,292797.46,2.38,0.31,7.9,36.71
CMP-06299,2024-03-15,Instagram,Lead Generation,Education,Latin America,19852.53,6643705,203961,12472,4976946.3,3.07,0.1,250.7,1.59
CMP-06300,2022-02-08,Twitter,Conversion,Finance,Middle East,40549.55,11069309,276732,16851,3501040.64,2.5,0.15,86.34,2.41
CMP-06301,2023-11-09,Facebook,Conversion,Healthcare,Middle East,5285.88,2051690,52933,4506,1001033.83,2.58,0.1,189.38,1.17
CMP-06302,2022-11-13,Twitter,Engagement,Healthcare,North America,15762.12,5382483,270738,21488,3632987.46,5.03,0.06,230.49,0.73
CMP-06303,2023-07-27,Instagram,Engagement,Food & Beverage,Middle East,5097.18,1227426,28721,2864,1427682.92,2.34,0.18,280.09,1.78
CMP-06304,2023-03-03,Email,Conversion,Travel,Asia Pacific,40287.64,4538806,282313,20679,10057779.16,6.22,0.14,249.65,1.95
CMP-06305,2023-03-17,Twitter,Retargeting,Healthcare,North America,49517.44,15187120,1107141,83659,31768849.8,7.29,0.04,641.57,0.59
CMP-06306,2022-07-10,Facebook,Retargeting,Education,Latin America,18653.64,2722527,184859,2167,758580.61,6.79,0.1,40.67,8.61
CMP-06307,2023-06-20,Google Ads,Retargeting,Food & Beverage,Europe,42362.98,21061146,1408990,115655,5548643.5,6.69,0.03,130.98,0.37
CMP-06308,2024-04-29,Google Ads,Retargeting,Finance,Latin America,3921.88,317703,9817,882,268060.88,3.09,0.4,68.35,4.45
CMP-06309,2022-12-21,TikTok,Lead Generation,Finance,Europe,2530.17,770358,26500,327,110896.1,3.44,0.1,43.83,7.74
CMP-06310,2023-03-15,LinkedIn,Lead Generation,Finance,Asia Pacific,14871.09,2155381,83197,8114,3131898.2,3.86,0.18,210.6,1.83
CMP-06311,2022-07-07,TikTok,Brand Awareness,Finance,Latin America,38109.01,17167003,1318425,153763,45244635.75,7.68,0.03,1187.24,0.25
CMP-06312,2023-12-25,Google Ads,Engagement,Tech,Latin America,1657.12,396435,11694,729,203186.51,2.95,0.14,122.61,2.27
CMP-06313,2022-03-23,Google Ads,Engagement,Tech,North America,44125.05,4949730,209868,2195,996066.3,4.24,0.21,22.57,20.1
CMP-06314,2023-07-12,YouTube,Conversion,Food & Beverage,North America,33362.91,8600926,288991,2753,771918.42,3.36,0.12,23.14,12.12
CMP-06315,2023-07-07,Facebook,Conversion,Education,Middle East,31345.01,2160084,115780,8066,871844.02,5.36,0.27,27.81,3.89
CMP-06316,2023-10-21,LinkedIn,Lead Generation,Travel,Europe,17184.62,4988666,299319,16296,6676591.59,6.0,0.06,388.52,1.05
CMP-06317,2024-01-16,YouTube,Retargeting,Travel,Asia Pacific,4124.07,967289,42657,3192,840387.81,4.41,0.1,203.78,1.29
CMP-06318,2023-11-08,Instagram,Lead Generation,Travel,Europe,48707.94,14211521,872587,71103,21986031.41,6.14,0.06,451.38,0.69
CMP-06319,2023-01-03,Facebook,Engagement,Tech,Europe,32128.79,8367381,509573,56293,21452578.06,6.09,0.06,667.71,0.57
CMP-06320,2023-06-20,Google Ads,Engagement,Education,Middle East,16299.57,7770775,374551,39403,3723696.44,4.82,0.04,228.45,0.41
CMP-06321,2023-10-17,Facebook,Lead Generation,Retail,Latin America,19010.93,1027420,68015,7725,714960.0,6.62,0.28,37.61,2.46
CMP-06322,2023-12-21,LinkedIn,Lead Generation,Education,Asia Pacific,7179.56,490527,38359,1388,554922.62,7.82,0.19,77.29,5.17
CMP-06323,2023-08-03,Instagram,Lead Generation,Education,Latin America,19957.47,9208061,671267,27123,12868801.75,7.29,0.03,644.81,0.74
CMP-06324,2024-04-22,YouTube,Engagement,Food & Beverage,North America,38724.1,10395184,828496,48389,11893734.72,7.97,0.05,307.14,0.8
CMP-06325,2023-09-27,Email,Engagement,Finance,Asia Pacific,6081.06,2945027,217931,15897,7224484.34,7.4,0.03,1188.03,0.38
CMP-06326,2022-12-23,LinkedIn,Engagement,Healthcare,Asia Pacific,48566.55,4575027,59475,380,71091.58,1.3,0.82,1.46,127.81
CMP-06327,2022-07-27,TikTok,Brand Awareness,Travel,Middle East,2051.47,200114,4462,141,28151.47,2.23,0.46,13.72,14.55
CMP-06328,2022-02-04,LinkedIn,Engagement,Education,Middle East,28703.05,4713730,355886,32694,11592789.24,7.55,0.08,403.89,0.88
CMP-06329,2023-10-04,LinkedIn,Retargeting,Travel,Latin America,19253.1,8912015,593540,68547,24646178.4,6.66,0.03,1280.11,0.28
CMP-06330,2022-03-30,Facebook,Engagement,Healthcare,Europe,34320.86,2422859,115085,12863,4946386.63,4.75,0.3,144.12,2.67
CMP-06331,2022-03-27,YouTube,Brand Awareness,Travel,Europe,24294.98,7362649,574286,44134,14263322.79,7.8,0.04,587.09,0.55
CMP-06332,2023-02-24,Email,Brand Awareness,Food & Beverage,North America,47113.04,8221457,209647,14210,6364749.64,2.55,0.22,135.1,3.32
CMP-06333,2023-02-24,Email,Retargeting,Healthcare,Middle East,26913.41,10511131,422547,17781,2038646.63,4.02,0.06,75.75,1.51
CMP-06334,2022-03-29,TikTok,Brand Awareness,Finance,Latin America,12838.95,2723682,175405,9309,1428178.46,6.44,0.07,111.24,1.38
CMP-06335,2023-07-22,Google Ads,Brand Awareness,Tech,Asia Pacific,45116.78,10921504,641092,66245,31150594.47,5.87,0.07,690.44,0.68
CMP-06336,2022-08-30,YouTube,Engagement,Travel,North America,14984.54,877580,23782,2487,347144.94,2.71,0.63,23.17,6.03
CMP-06337,2022-08-16,Twitter,Engagement,Food & Beverage,Latin America,49618.42,23499383,552235,13600,5709255.23,2.35,0.09,115.06,3.65
CMP-06338,2022-10-14,Instagram,Conversion,Healthcare,Asia Pacific,18862.21,4433790,218142,1874,194597.19,4.92,0.09,10.32,10.07
CMP-06339,2023-01-27,Instagram,Retargeting,Travel,Europe,20628.51,6647023,440032,29796,2297459.44,6.62,0.05,111.37,0.69
CMP-06340,2022-11-03,Twitter,Engagement,Travel,North America,39635.08,2105190,53682,4045,1376722.78,2.55,0.74,34.73,9.8
CMP-06341,2024-03-27,Google Ads,Brand Awareness,Finance,Latin America,46814.41,7273317,281477,8697,3393661.88,3.87,0.17,72.49,5.38
CMP-06342,2023-05-12,TikTok,Engagement,Education,Asia Pacific,46299.41,17720668,303023,7030,1094323.06,1.71,0.15,23.64,6.59
CMP-06343,2024-03-25,Google Ads,Lead Generation,Education,Europe,37750.33,10001801,371066,17096,3684301.07,3.71,0.1,97.6,2.21
CMP-06344,2023-02-22,TikTok,Conversion,Healthcare,North America,41250.41,20223320,558163,25698,8497463.76,2.76,0.07,206.0,1.61
CMP-06345,2022-11-03,Email,Brand Awareness,Travel,Latin America,11265.21,1096688,32242,352,84288.97,2.94,0.35,7.48,32.0
CMP-06346,2022-01-02,TikTok,Brand Awareness,Travel,Latin America,44997.87,9591905,535228,20394,4688485.85,5.58,0.08,104.19,2.21
CMP-06347,2024-01-26,Instagram,Brand Awareness,Travel,Middle East,2760.22,871819,17000,1840,75667.11,1.95,0.16,27.41,1.5
CMP-06348,2023-08-26,YouTube,Brand Awareness,Travel,Europe,2605.37,164404,4800,56,11858.88,2.92,0.54,4.55,46.52
CMP-06349,2023-03-04,Google Ads,Engagement,Food & Beverage,Europe,46105.41,6381857,339514,5040,655270.55,5.32,0.14,14.21,9.15
CMP-06350,2023-09-11,Twitter,Conversion,Tech,Latin America,21051.89,10472266,530943,28649,12610119.47,5.07,0.04,599.0,0.73
CMP-06351,2024-03-23,Email,Brand Awareness,Education,Europe,44442.22,3787561,212860,14132,5806382.97,5.62,0.21,130.65,3.14
CMP-06352,2023-11-19,LinkedIn,Lead Generation,Tech,Middle East,933.08,367307,9660,900,347735.25,2.63,0.1,372.67,1.04
CMP-06353,2022-09-27,YouTube,Brand Awareness,Retail,Europe,15183.59,773388,32404,3075,593592.19,4.19,0.47,39.09,4.94
CMP-06354,2022-03-05,Twitter,Brand Awareness,Finance,Latin America,43591.91,20684408,688790,58276,21919817.78,3.33,0.06,502.84,0.75
CMP-06355,2024-01-26,LinkedIn,Engagement,Healthcare,Latin America,39414.81,4442459,274543,3344,1187914.68,6.18,0.14,30.14,11.79
CMP-06356,2022-10-23,Instagram,Conversion,Finance,Europe,13791.21,3305189,175175,18312,645115.74,5.3,0.08,46.78,0.75
CMP-06357,2022-01-04,Facebook,Retargeting,Education,North America,21845.56,1167502,84877,3366,717683.44,7.27,0.26,32.85,6.49
CMP-06358,2024-05-13,YouTube,Lead Generation,Retail,Europe,16479.42,1550033,84011,8517,343331.54,5.42,0.2,20.83,1.93
CMP-06359,2023-10-21,Instagram,Brand Awareness,Tech,Europe,9843.33,4100211,223461,25300,6684517.04,5.45,0.04,679.09,0.39
CMP-06360,2024-02-18,Instagram,Lead Generation,Retail,Asia Pacific,39351.51,17199757,132438,10167,1895847.17,0.77,0.3,48.18,3.87
CMP-06361,2023-11-14,Email,Lead Generation,Healthcare,North America,49720.92,18979490,1186218,89157,41153842.12,6.25,0.04,827.7,0.56
CMP-06362,2022-06-16,TikTok,Brand Awareness,Tech,Europe,39659.14,16378658,840225,44818,3116562.9,5.13,0.05,78.58,0.88
CMP-06363,2023-07-22,Instagram,Engagement,Travel,Asia Pacific,1057.61,413467,2811,93,38715.66,0.68,0.38,36.61,11.37
CMP-06364,2022-12-27,Facebook,Retargeting,Education,Europe,19109.18,4229258,99810,2377,756396.52,2.36,0.19,39.58,8.04
CMP-06365,2023-12-31,Facebook,Conversion,Tech,Europe,21019.76,3408801,140783,2530,907855.63,4.13,0.15,43.19,8.31
CMP-06366,2022-08-27,LinkedIn,Brand Awareness,Food & Beverage,North America,17645.94,2091951,64641,7691,2010769.01,3.09,0.27,113.95,2.29
CMP-06367,2023-02-10,Twitter,Brand Awareness,Education,Latin America,16763.28,1494863,16294,1937,406137.85,1.09,1.03,24.23,8.65
CMP-06368,2023-03-01,Email,Conversion,Education,Asia Pacific,37468.99,6752478,407174,44666,7114527.55,6.03,0.09,189.88,0.84
CMP-06369,2022-01-07,TikTok,Lead Generation,Retail,Latin America,32424.2,15405615,1149258,119386,53935665.61,7.46,0.03,1663.44,0.27
CMP-06370,2024-03-08,Twitter,Lead Generation,Healthcare,Asia Pacific,39739.82,16616605,247587,12047,3942967.65,1.49,0.16,99.22,3.3
CMP-06371,2022-07-22,Twitter,Engagement,Tech,North America,12238.58,5093347,162987,12053,5425908.51,3.2,0.08,443.34,1.02
CMP-06372,2024-03-10,Facebook,Conversion,Finance,Europe,23322.38,1602275,13298,1148,468922.12,0.83,1.75,20.11,20.32
CMP-06373,2023-10-20,YouTube,Retargeting,Travel,Europe,25550.35,8289983,603510,20288,4103235.88,7.28,0.04,160.59,1.26
CMP-06374,2023-11-19,Email,Lead Generation,Education,Middle East,43206.08,17717238,1107327,96729,26845025.4,6.25,0.04,621.33,0.45
CMP-06375,2022-11-19,Google Ads,Retargeting,Travel,North America,25440.73,6287165,31435,1466,663746.74,0.5,0.81,26.09,17.35
CMP-06376,2022-08-11,Email,Retargeting,Tech,Middle East,11338.03,5504371,75409,3512,485881.59,1.37,0.15,42.85,3.23
CMP-06377,2022-10-04,Twitter,Lead Generation,Finance,North America,47380.94,13277835,1044965,118904,27217435.83,7.87,0.05,574.44,0.4
CMP-06378,2022-01-19,Google Ads,Lead Generation,Retail,Asia Pacific,44001.59,17191210,936920,44479,12093242.55,5.45,0.05,274.84,0.99
CMP-06379,2024-02-04,Instagram,Conversion,Tech,Asia Pacific,27321.64,1931207,24333,146,43129.64,1.26,1.12,1.58,187.13
CMP-06380,2024-05-11,Email,Conversion,Retail,Europe,43933.42,14851259,800482,59153,28084899.19,5.39,0.05,639.26,0.74
CMP-06381,2023-04-23,Google Ads,Engagement,Retail,Latin America,9876.04,4937594,165903,16413,7036558.9,3.36,0.06,712.49,0.6
CMP-06382,2022-10-29,Facebook,Brand Awareness,Tech,North America,14892.83,3895071,217344,22931,1214348.9,5.58,0.07,81.54,0.65
CMP-06383,2023-03-09,Instagram,Lead Generation,Education,Asia Pacific,28715.9,1621883,21733,1162,549940.91,1.34,1.32,19.15,24.71
CMP-06384,2022-01-09,Instagram,Lead Generation,Food & Beverage,Latin America,30865.71,7757046,325795,26793,2722562.95,4.2,0.09,88.21,1.15
CMP-06385,2022-11-19,Email,Retargeting,Travel,Middle East,44682.15,12316836,182289,15738,2952971.43,1.48,0.25,66.09,2.84
CMP-06386,2023-11-27,YouTube,Retargeting,Finance,North America,19306.75,8404063,200016,10210,2032730.31,2.38,0.1,105.29,1.89
CMP-06387,2022-07-31,Email,Conversion,Healthcare,Latin America,19789.8,8396516,57096,6464,2815005.28,0.68,0.35,142.25,3.06
CMP-06388,2024-02-23,Google Ads,Retargeting,Education,Europe,39646.01,9266387,617141,58533,25526446.95,6.66,0.06,643.86,0.68
CMP-06389,2023-01-21,TikTok,Lead Generation,Retail,North America,28819.03,5130236,325769,3475,1672464.94,6.35,0.09,58.03,8.29
CMP-06390,2023-01-11,TikTok,Conversion,Retail,Europe,13467.78,5194584,172979,6651,1354830.4,3.33,0.08,100.6,2.02
CMP-06391,2024-05-29,Google Ads,Retargeting,Healthcare,Latin America,10442.6,2165261,104149,9607,3771048.37,4.81,0.1,361.12,1.09
CMP-06392,2023-05-29,Instagram,Lead Generation,Retail,Latin America,39309.87,8629635,377978,18223,821435.18,4.38,0.1,20.9,2.16
CMP-06393,2022-08-28,Twitter,Engagement,Finance,North America,45645.79,12840951,780729,79312,35906639.45,6.08,0.06,786.64,0.58
CMP-06394,2022-05-26,Email,Brand Awareness,Finance,Latin America,27143.39,1791189,108366,11179,4813352.68,6.05,0.25,177.33,2.43
CMP-06395,2023-08-19,Email,Brand Awareness,Healthcare,Latin America,24507.6,5160600,154818,5727,227845.22,3.0,0.16,9.3,4.28
CMP-06396,2022-05-17,Instagram,Brand Awareness,Education,North America,24613.58,1623413,118833,7358,3230032.21,7.32,0.21,131.23,3.35
CMP-06397,2023-03-25,TikTok,Brand Awareness,Healthcare,Europe,9812.34,1994662,22340,1433,384479.55,1.12,0.44,39.18,6.85
CMP-06398,2024-04-18,Facebook,Retargeting,Healthcare,Latin America,7192.1,3528678,33875,237,56553.47,0.96,0.21,7.86,30.35
CMP-06399,2023-12-23,TikTok,Lead Generation,Healthcare,Middle East,20744.85,8207984,171546,14601,4673615.13,2.09,0.12,225.29,1.42
CMP-06400,2024-03-31,LinkedIn,Lead Generation,Tech,North America,18210.3,1067924,14950,1454,658427.78,1.4,1.22,36.16,12.52
CMP-06401,2024-04-30,Instagram,Lead Generation,Tech,Middle East,31887.87,8729613,312520,36340,3768289.89,3.58,0.1,118.17,0.88
CMP-06402,2022-05-25,LinkedIn,Lead Generation,Food & Beverage,Middle East,24619.6,4717916,253352,2952,927652.84,5.37,0.1,37.68,8.34
CMP-06403,2022-09-04,Twitter,Lead Generation,Travel,Asia Pacific,21200.78,4085989,223094,11600,1673104.9,5.46,0.1,78.92,1.83
CMP-06404,2022-12-22,TikTok,Brand Awareness,Education,Latin America,5325.24,833980,26020,2329,597309.15,3.12,0.2,112.17,2.29
CMP-06405,2022-03-01,Google Ads,Lead Generation,Finance,Latin America,30305.18,12024360,145494,11573,3850271.56,1.21,0.21,127.05,2.62
CMP-06406,2023-08-16,Facebook,Lead Generation,Tech,Middle East,21743.46,5862784,313072,18395,6928999.38,5.34,0.07,318.67,1.18
CMP-06407,2023-01-10,TikTok,Retargeting,Food & Beverage,Europe,9505.07,3081710,115255,12968,415317.81,3.74,0.08,43.69,0.73
CMP-06408,2022-11-27,Email,Brand Awareness,Education,Asia Pacific,48587.0,22151986,1637031,32183,12672533.51,7.39,0.03,260.82,1.51
CMP-06409,2022-10-16,Instagram,Conversion,Healthcare,Latin America,36950.81,11661796,412827,11537,765206.3,3.54,0.09,20.71,3.2
CMP-06410,2022-03-27,Twitter,Engagement,Retail,North America,30193.55,9037002,147303,10595,4903391.98,1.63,0.2,162.4,2.85
CMP-06411,2022-12-21,LinkedIn,Brand Awareness,Healthcare,Middle East,21346.15,6466685,423567,49101,23274310.23,6.55,0.05,1090.33,0.43
CMP-06412,2022-02-26,Google Ads,Retargeting,Food & Beverage,Latin America,40430.86,16023609,1132869,83818,40688947.94,7.07,0.04,1006.38,0.48
CMP-06413,2023-10-08,Twitter,Retargeting,Food & Beverage,North America,46929.22,22946413,1431856,134246,53422637.73,6.24,0.03,1138.37,0.35
CMP-06414,2022-06-11,LinkedIn,Conversion,Education,Asia Pacific,7603.27,3466800,166406,979,196409.07,4.8,0.05,25.83,7.77
CMP-06415,2022-10-28,Facebook,Conversion,Food & Beverage,North America,30528.35,11906988,332204,35571,15915683.94,2.79,0.09,521.34,0.86
CMP-06416,2024-05-20,Instagram,Lead Generation,Food & Beverage,Latin America,43057.58,6294610,338020,17682,6453363.89,5.37,0.13,149.88,2.44
CMP-06417,2022-11-11,Email,Retargeting,Tech,Latin America,16228.88,829574,52263,5390,1114404.47,6.3,0.31,68.67,3.01
CMP-06418,2023-03-13,Facebook,Lead Generation,Tech,Middle East,37155.72,3473181,81619,761,368570.71,2.35,0.46,9.92,48.82
CMP-06419,2023-10-15,TikTok,Brand Awareness,Retail,Europe,7104.2,2988237,206786,21866,1995048.55,6.92,0.03,280.83,0.32
CMP-06420,2024-04-22,Facebook,Engagement,Travel,Europe,22882.99,9018949,48702,4709,1416227.04,0.54,0.47,61.89,4.86
CMP-06421,2023-08-08,Email,Brand Awareness,Food & Beverage,Asia Pacific,28509.4,3051427,82693,9620,1193972.26,2.71,0.34,41.88,2.96
CMP-06422,2023-12-24,Instagram,Engagement,Travel,Europe,13782.33,1389799,11257,1268,305499.68,0.81,1.22,22.17,10.87
CMP-06423,2023-07-19,Instagram,Conversion,Finance,Middle East,21603.04,9832252,109137,9784,4259432.93,1.11,0.2,197.17,2.21
CMP-06424,2023-04-22,Facebook,Conversion,Retail,Asia Pacific,17003.6,2988353,19125,225,83907.32,0.64,0.89,4.93,75.57
CMP-06425,2022-01-23,LinkedIn,Engagement,Tech,Asia Pacific,11708.51,2377419,130282,9846,1247000.71,5.48,0.09,106.5,1.19
CMP-06426,2023-08-23,Twitter,Lead Generation,Retail,Latin America,5369.96,1677781,57044,2236,232415.26,3.4,0.09,43.28,2.4
CMP-06427,2023-12-11,LinkedIn,Lead Generation,Tech,Asia Pacific,47809.03,13074096,479819,11103,1222360.96,3.67,0.1,25.57,4.31
CMP-06428,2023-12-31,Email,Lead Generation,Tech,Europe,21095.34,6122187,154279,6345,3111922.17,2.52,0.14,147.52,3.32
CMP-06429,2024-01-31,Facebook,Engagement,Travel,Middle East,7146.39,850850,35820,4173,633868.26,4.21,0.2,88.7,1.71
CMP-06430,2023-08-18,Twitter,Lead Generation,Education,North America,5433.37,2639432,69153,4195,440542.29,2.62,0.08,81.08,1.3
CMP-06431,2022-12-18,Google Ads,Retargeting,Education,Latin America,22299.59,4787718,323170,10258,1334183.34,6.75,0.07,59.83,2.17
CMP-06432,2023-04-18,Twitter,Lead Generation,Retail,Europe,41024.07,4586871,121093,4816,1525788.9,2.64,0.34,37.19,8.52
CMP-06433,2022-05-06,TikTok,Lead Generation,Travel,Asia Pacific,47387.31,20620311,480453,9969,4480078.82,2.33,0.1,94.54,4.75
CMP-06434,2022-07-12,Twitter,Engagement,Retail,Middle East,3836.48,354628,27022,253,59518.12,7.62,0.14,15.51,15.16
CMP-06435,2023-12-20,Google Ads,Brand Awareness,Travel,Europe,675.61,245258,13170,271,107626.52,5.37,0.05,159.3,2.49
CMP-06436,2023-05-27,LinkedIn,Retargeting,Retail,Middle East,20205.95,4754800,194471,14100,675807.05,4.09,0.1,33.45,1.43
CMP-06437,2022-05-02,Twitter,Brand Awareness,Finance,Latin America,43275.54,15067638,797078,33176,8830411.99,5.29,0.05,204.05,1.3
CMP-06438,2022-09-21,Twitter,Lead Generation,Retail,Asia Pacific,16503.09,3428021,215622,18937,2217014.6,6.29,0.08,134.34,0.87
CMP-06439,2024-06-17,LinkedIn,Retargeting,Healthcare,Latin America,24496.94,10875830,224042,10797,1447681.97,2.06,0.11,59.1,2.27
CMP-06440,2023-02-11,LinkedIn,Lead Generation,Finance,Asia Pacific,19994.13,7542565,310753,9910,4181573.26,4.12,0.06,209.14,2.02
CMP-06441,2022-05-21,TikTok,Brand Awareness,Travel,Middle East,28834.67,9500535,219462,24754,1369158.94,2.31,0.13,47.48,1.16
CMP-06442,2023-06-22,Twitter,Lead Generation,Travel,Middle East,4096.36,1242207,49067,2438,300415.9,3.95,0.08,73.34,1.68
CMP-06443,2022-09-06,Google Ads,Engagement,Retail,Latin America,20280.87,3711355,237897,22783,6398394.23,6.41,0.09,315.49,0.89
CMP-06444,2022-10-28,Instagram,Conversion,Education,Asia Pacific,16079.62,5118341,109532,1814,300399.17,2.14,0.15,18.68,8.86
CMP-06445,2024-05-02,TikTok,Brand Awareness,Tech,Latin America,47896.85,6890429,169504,5065,2218931.47,2.46,0.28,46.33,9.46
CMP-06446,2023-10-16,Twitter,Engagement,Retail,Latin America,636.83,201102,10396,1197,504674.84,5.17,0.06,792.48,0.53
CMP-06447,2022-08-17,Facebook,Lead Generation,Food & Beverage,North America,11458.63,1676488,56497,1819,766061.55,3.37,0.2,66.85,6.3
CMP-06448,2022-07-14,Twitter,Engagement,Retail,Asia Pacific,2912.84,537509,27144,2043,734179.27,5.05,0.11,252.05,1.43
CMP-06449,2022-09-06,Facebook,Retargeting,Healthcare,Latin America,43238.59,12996936,1031956,75118,17473561.27,7.94,0.04,404.12,0.58
CMP-06450,2022-12-11,Facebook,Engagement,Finance,Europe,40568.91,20042783,458979,26937,3132245.66,2.29,0.09,77.21,1.51
CMP-06451,2024-02-24,YouTube,Retargeting,Retail,Middle East,24704.11,7640711,428643,29600,6035778.51,5.61,0.06,244.32,0.83
CMP-06452,2023-04-12,YouTube,Brand Awareness,Tech,North America,8283.11,2225316,36717,4019,849586.84,1.65,0.23,102.57,2.06
CMP-06453,2023-04-07,Twitter,Engagement,Food & Beverage,Latin America,42010.31,10887040,320078,26163,9265521.98,2.94,0.13,220.55,1.61
CMP-06454,2023-04-08,Google Ads,Engagement,Education,Europe,27125.6,9361425,478368,37567,6841946.11,5.11,0.06,252.23,0.72
CMP-06455,2024-01-09,Twitter,Conversion,Travel,Middle East,18067.67,2974859,142793,1094,327559.77,4.8,0.13,18.13,16.52
CMP-06456,2022-08-20,YouTube,Conversion,Tech,Middle East,19329.77,4296984,323992,6325,501677.41,7.54,0.06,25.95,3.06
CMP-06457,2024-04-27,LinkedIn,Brand Awareness,Education,Asia Pacific,41710.78,20579979,627689,3846,880158.87,3.05,0.07,21.1,10.85
CMP-06458,2022-08-12,Twitter,Engagement,Tech,Europe,10128.56,3712556,250226,14088,1220844.24,6.74,0.04,120.53,0.72
CMP-06459,2023-06-28,Facebook,Retargeting,Healthcare,Asia Pacific,49847.94,19468859,1197334,104880,38707283.75,6.15,0.04,776.51,0.48
CMP-06460,2024-06-09,Google Ads,Engagement,Food & Beverage,Asia Pacific,49133.66,13085928,386034,29099,9633422.15,2.95,0.13,196.07,1.69
CMP-06461,2024-01-06,Twitter,Lead Generation,Education,Middle East,31253.5,9433217,682021,25702,10419265.22,7.23,0.05,333.38,1.22
CMP-06462,2022-05-13,Facebook,Brand Awareness,Retail,Europe,19147.15,8729419,582252,14285,3675592.85,6.67,0.03,191.97,1.34
CMP-06463,2024-03-16,Twitter,Engagement,Finance,Asia Pacific,35822.36,8941721,343362,29135,13490296.29,3.84,0.1,376.59,1.23
CMP-06464,2022-08-10,YouTube,Conversion,Food & Beverage,Latin America,25139.41,7448475,485640,54689,23259396.87,6.52,0.05,925.22,0.46
CMP-06465,2023-07-07,Facebook,Brand Awareness,Retail,North America,25199.0,10355000,426626,33552,3844629.09,4.12,0.06,152.57,0.75
CMP-06466,2024-03-05,Email,Conversion,Healthcare,Asia Pacific,2374.82,599916,22736,1389,295220.08,3.79,0.1,124.31,1.71
CMP-06467,2022-09-02,Facebook,Engagement,Retail,Middle East,16089.54,1842189,118084,956,433363.38,6.41,0.14,26.93,16.83
CMP-06468,2022-05-28,Twitter,Engagement,Tech,Middle East,15596.91,2651984,98388,5106,2372933.82,3.71,0.16,152.14,3.05
CMP-06469,2022-08-27,LinkedIn,Engagement,Healthcare,North America,33560.11,3752132,19886,1171,467366.52,0.53,1.69,13.93,28.66
CMP-06470,2023-11-16,LinkedIn,Lead Generation,Food & Beverage,Latin America,1565.19,201641,4678,451,44011.85,2.32,0.33,28.12,3.47
CMP-06471,2022-08-11,Instagram,Lead Generation,Finance,Europe,49263.34,15250942,1207874,95721,4841360.22,7.92,0.04,98.28,0.51
CMP-06472,2024-06-17,Twitter,Engagement,Tech,North America,48770.69,7255615,367134,36849,14827372.28,5.06,0.13,304.02,1.32
CMP-06473,2022-02-03,Facebook,Retargeting,Travel,Middle East,32696.01,11456979,135192,2604,120461.96,1.18,0.24,3.68,12.56
CMP-06474,2022-06-03,YouTube,Brand Awareness,Healthcare,North America,6518.36,2771584,206205,4876,718801.02,7.44,0.03,110.27,1.34
CMP-06475,2024-01-16,LinkedIn,Conversion,Retail,North America,37104.79,13696495,973820,114622,11760614.86,7.11,0.04,316.96,0.32
CMP-06476,2022-05-22,Email,Lead Generation,Finance,Asia Pacific,22846.15,2456265,79091,7156,1642620.15,3.22,0.29,71.9,3.19
CMP-06477,2022-03-07,Facebook,Engagement,Healthcare,Middle East,15858.53,2381514,88354,4895,2431093.85,3.71,0.18,153.3,3.24
CMP-06478,2024-05-23,YouTube,Engagement,Travel,Asia Pacific,10820.91,4883100,108404,8288,2762664.19,2.22,0.1,255.31,1.31
CMP-06479,2022-05-18,LinkedIn,Retargeting,Travel,North America,33777.8,8521334,589676,17124,4706388.98,6.92,0.06,139.33,1.97
CMP-06480,2022-02-17,TikTok,Conversion,Retail,North America,9496.78,3029479,181465,17114,7075401.94,5.99,0.05,745.03,0.55
CMP-06481,2022-05-16,LinkedIn,Lead Generation,Healthcare,Latin America,42792.1,11865241,302563,7406,628854.96,2.55,0.14,14.7,5.78
CMP-06482,2023-05-21,Twitter,Engagement,Travel,Europe,47156.3,5404859,345370,6639,1289973.9,6.39,0.14,27.36,7.1
CMP-06483,2022-06-22,Facebook,Lead Generation,Finance,North America,844.17,113082,1085,94,11887.34,0.96,0.78,14.08,8.98
CMP-06484,2024-04-24,Twitter,Retargeting,Tech,Middle East,44657.31,7590935,598165,36068,6905669.87,7.88,0.07,154.64,1.24
CMP-06485,2022-05-08,Twitter,Lead Generation,Travel,Middle East,16143.83,3273576,45830,3810,1151359.91,1.4,0.35,71.32,4.24
CMP-06486,2024-01-02,Facebook,Engagement,Healthcare,Asia Pacific,38035.49,4843388,322569,35125,12817162.11,6.66,0.12,336.98,1.08
CMP-06487,2023-07-14,Instagram,Lead Generation,Food & Beverage,Middle East,39910.69,5708921,111323,3429,450801.33,1.95,0.36,11.3,11.64
CMP-06488,2022-11-24,Instagram,Conversion,Travel,Middle East,33783.46,5109088,242681,2894,589933.6,4.75,0.14,17.46,11.67
CMP-06489,2022-04-25,Twitter,Lead Generation,Healthcare,Europe,47587.66,5639590,315817,22525,5352425.42,5.6,0.15,112.48,2.11
CMP-06490,2023-10-18,YouTube,Engagement,Finance,Latin America,8400.01,4155123,142520,4250,452096.97,3.43,0.06,53.82,1.98
CMP-06491,2023-04-27,Google Ads,Lead Generation,Finance,Asia Pacific,26827.25,11348110,289376,3421,1165020.77,2.55,0.09,43.43,7.84
